author_username,text
yosishahbar,"''העבריינית''.
8 חודשי מאסר חטפה אוריאן בר כליפה...
אל יקל הדבר בעיניכם.
זהו אות קיין פלילי.
אילו אוריאן שלנו הייתה 
''בת טובים'' לבנבנה מסביון לא הייתה נופלת שערה משערות ראשה. 
בעצם היא לא הייתה לוחמת מג""ב היא הייתה בגל'צ. https://t.co/FGRrRytKBk"
yosishahbar,"@HaBohanim ברור.
אני מאמין לך.
זו השוואה מתבקשת."
yosishahbar,"שתדעו לכם.
כמו שכוח ואגנר נכנע בפאתי מוסקבה...
ככה אחים לנשק יכנעו בשערי כנסת ישראל...
עוד קצת סבלנות...
ואהוד ברק ימלט מארץ ישראל.
כמו שפרגוז""ין נמלט לבלארוס. https://t.co/cvdP6S3hUI"
yosishahbar,"המתחרה.
יש מתחרה לטלי גוטליב.
הגיע הזמן שהליכוד יעשה שימוע 
למועמדים לפריימריז לכנסת ישראל. https://t.co/l4OMUQ22xj"
yosishahbar,"מזל טוב לי.
16000 עוקבים. https://t.co/6ti5PP1z8k"
yosishahbar,"אימפריה.
אז מה זה 
ארצות הברית של אמריקה?
תראו כמה בסיסים יש לאמריקאים
ברחבי כל העולם.
קוראים לזה אימפריה. https://t.co/0Y8iHzQnT8"
yosishahbar,"אתה רואה אנשים.
אני רואה פנסיה תקציבית 
על חשבון אוכלוסיות מוחלשות.
אתה רואה אנשים.
אני רואה גוזרי קופונים על עסקאות נשק עלומות.
חייבים לסיים את החגיגה הזאת.
החגיגה צריכה להסתיים בטוב או ברע."
yosishahbar,"גדעון לא מסכים.

הרכב השופטים במשפט נתניהו הודיע לפרקליטות שאישום השוחד בתיק 4000 לא לעניין....
ובינתיים היועמ""שית מסרבת לגישור פלילי. https://t.co/vXXydpMVIB"
yosishahbar,גלעד קריב  על הגריל. https://t.co/vbxdKlXvxj
prydmn6,RT @michalagmon2: לא יכולה לחכות כבר למהדורות כדי לדעת אם המפעל החדש של אינטל זה בזכות נגיד בנק ישראל או בכלל יוזמה של הממשלה הקודמת.
yosishahbar,"תסמונות האישה המוכה.

הפרקליטות נחשפת בקלונה. בכל יום דיונים היא חוטפת 
חזק כמו אישה מוכה.
והנה...
בא הרכב השופטים ומציע לאישה המוכה מקלט בטוח,
להפסיק לחטוף.
אבל הפטרון...
הפטרון לא מסכים.
הוא הבטיח לה שיהיה בסדר. https://t.co/pqMYJq8EW5"
yosishahbar,"רץ ברשת.
מצעד הגאווה בארה""ב 
""אנחנו רוצים (לזלול) את הילדים שלכם"" https://t.co/bkY2Lq93Pl"
yosishahbar,"מיסיס פייק.
איך בחורה אחת תעתעה בכל כך 
הרבה אנשים טובים ששמו בה את מבטחם?
זה לא יפסק.
זה ילך וידרדר.
אף אחד לא יעצור את ההידרדרות הזאת.
אני לא מגזים.
מלכתחילה זה היה פייק. https://t.co/no5Fq3w1GJ"
yosishahbar,"בית בושת.

במחשבה ראשונה אני בעד אפי נווה כי אני נגד עמית בכר.

במחשבה שניה עדיף שעמית בכר ינצח כי אז בוודאות הממשלה תסגור את בית הבושת של לשכת עורכי הדין.

עם אפי נווה זה לא כל-כך בטוח...

מעניין מה אתם חושבים על המחשבה השניה שלי."
yosishahbar,"תיק 1000.
היום הראשון.
פרשת התביעה.

אפשר לחייך.
העדות של מילצ'ן מושלמת.
עוד יום כזה...
ואפשר לוותר על פרשת ההגנה."
prydmn6,@RuthKiryati לא יהודיה
yosishahbar,"@SvetkaIL הפסקתי לשמוע את השטות הזאת ברגע שהוא דיבר על כך שנתניהו קבע שזאת תהיה הצבעה חשאית.
חברי הוועדה לבחירת שופטים נבחרים בהצבעה חשאית על פי החוק מאז ומעולם.
כמו שמבקר המדינה נבחר.
נשיא המדינה שנבחר.
או כל בחירה של גורם שיפוטי.
שבת שלום."
yosishahbar,"@BarakKrenzler אתה יכול לבוא אלי עם החברים שלך לשתות קפה.
זה ליד בית השוטר."
yosishahbar,"RT @martsianoavi: הפעלה, אבל של השמחות.
מי שמשתף פעולה, מקבל עוקב באהבה ועם חיוך גדול!
תייגו 5 צייצנים, לפי ההנחיה למטה 👇
1. הציין האהוב על…"
prydmn6,@NaorNarkis למה מפריע לך שיהודים חוזרים לשורשים ???
yosishahbar,"חלפו 4 שנים מאז הפדופיל ג'פרי
חוסל בבית הסוהר.
הילדות אז והיום נשים תובעות את בנק ג'י פי מורגן.
עלפי מקורות שונים אחרי שייסימו 
לתבוע את הבנק שמימן את עסקיו של אפשטיין...
הם יחלו לתבוע אישית את חבריו של ג'פרי שחגגו על הילדות המסכנות.
ובמיוחד שותפו לעסקים ולאורגיות 
אהוד ברק. https://t.co/gFDjjYxNeq"
yosishahbar,"יחי ההבדל הקטן.

כח ואגנר הוא כח פטריוטי רוסי שמוכן למסור את נפשו למען ארצו ללא שום קשר למי שנמצא בשלטון.

ואילו אחים לנשק חבורה
של פריבילגים שנהנים מנעמי השלטון וכאשר מנעמי השלטון מוטלים בספק.
מוטלת בספק נאמנותם למדינה עד כדי סירוב פקודה."
yosishahbar,"אין אין 
אין על תחנת חדרה. https://t.co/70KJwVfsAI"
yosishahbar,"תנחשו
במי תומך הפדופיל בבחירות ללשכת עורכי הדין?
נכון!
בעמית בכר. https://t.co/80ujMchcmt"
yosishahbar,"שערורייה.

סמנכ""ל הבורסה...
''כסף רב זורם לבורסה''.
ואילו קרן מערוץ אלגזירה
מורטת את שערות ראשה
הענוג. https://t.co/YPjpGWoyaO"
yosishahbar,"יששש.
נתניהו הכריע.
הישוב אבייתר לא יפונה.
ויכנס לתהליך הסדרה."
yosishahbar,"@smadar_shmueli לצערי ...
את כל כך צודקת.
הימניים 'החכמים' ויש כאלה בלי עין הרע מתמסרים לאנשי שמאל לשעבר (כמוך למשל)בקלות מדי ללא בירור מעמיק...
יושב באולפן איש שמאל על פי דבריו שלו, שטוען שהיה נוכל בעברו, גם לפי דבריו והדבילים 
בתקשורת הימנית השביל רייטינג עלוב מתערטלים.
ואני בוש ונכלם.
עוד…"
prydmn6,"@ido_givoni הדיל של הסמול והבגץ על דרעי זה הסיפור , הרפורמה פחות חשובה"
yosishahbar,כמה עצוב. https://t.co/ZNFpASVm8v
prydmn6,RT @MiriNaveh: @michalagmon2 פשוט לא יאמן הם לא נחים ואף אחד לא עוצר אותם !
yosishahbar,"@karmapolice20ct חזרתי לא מזמן מאפריקה.
אתה לא תאמין לאן הסמרטפון הגיע.
הסמרטפון שינה את אפריקה.
אנשים בלי מים בלי חשמל  יחפים 
מסתובבים עם סמארטפון.
אתה שואל איך סמארטפון בלי חשמל?
לכל אדם יש קולט/ פנל סוללרי מיניאטורי שמשמש להטענה."
prydmn6,החמור לא רואה ערוצי תעמולה של הימין רק של הסמול 😝😝😝😝 לפיד אתה חמורררר עוף מהכנסת טמבל @yairlapid https://t.co/kOJrlJ7SXX
yosishahbar,"המהפכה חוזרת?
המהפכה אף פעם לא עזבה.
המהפכה איתנו לשנים רבות.
רק התחלנו. https://t.co/Zhv6rEJGnp"
yosishahbar,"בושה.
אפשר לקבל סיוע ארטילרי?
השמאלנים תוקפים אותי ללא רחם. ואתם מחרישים.
מה, אין לכם לב?"
yosishahbar,"@orit_azani_levi @AyalaHasson לא.
זה חד פעמי."
yosishahbar,"כך הולכים השתולים,
לעברי פי פחת.
ב29 למאי 2023  אפשר לעצור את השתולים. שמים אפי נווה בקלפי. https://t.co/fZoT8IbgcU"
yosishahbar,"בוא יאיר, בוא.
בוא תפרט לנו לבוחרי נתניהו 
איך הרפורמה המשפטית אם תחוקק באורח חד צדדי 
תשאיר אותנו הביביסטים 
עם חצי עם.
עם חצי כלכלה.
עם חצי בטחון.
ועם חצי כנסת.
תפרט לנו...
אולי נרעד, נפחד ונתחרט.
בוא יאיר, בוא. https://t.co/9HjyPEj2sc"
prydmn6,@Yair__Levy לסמול זה לא היה קורה לעולם ועד
yosishahbar,"כן/ לא הסדר טיעון.
רק נתניהו יחליט.

אבל- כדאי לנתניהו לזכור.

בפרשת תת ניצב  גיא ניר שעבר 
תפירת תיק דומה במשטרה 
שעל פי החלטת בית המשפט 
היא יפרוש מהמשטרה ובתמורה יקבל את הפנסיה שלו, 
המשטרה הסכימה ולבסוף התכחשה להסכם...
גיא ניר החליט לבטל את ההסכם שנעשה עמו ולהזמין את כל מפקדי… https://t.co/pLzMm5vQuG"
yosishahbar,"@ly_wr48355 לאאאא.
אתה ורבים אחרים מתבלבלים.

הפרקליטות מאז ומתמיד מבקשת עיסקת טיעון.
כל כתב האישום מבוסס על עיסקת טיעון.
בית המשפט הציע בפעם הראשונה לקיים גישור פלילי.
והפרקליטות סירבה.
בפעם השניה בית המשפט 
ביקש לבטל את סעיף השוחד 
והפרקליטות סירבה.
הפרקליטות מבקשת עיסקת טיעון בדיוק כמו…"
yosishahbar,"פרסום ראשון.
תוגברה האבטחה על ליאת בן ארי 
עקב איומים על חייה...
אני מקווה שלא תיפול שערה ממעט השערות שעל ראשה. https://t.co/gdduv879ht"
yosishahbar,"הפדופיל.
שתדעו לכם...
הפדופיל עם קשריו הענפים 
עם המפלגה הדמוקרטית הקריס
את הסייבר הישראלי אותו טיפח ב20 שנה האחרונות נתניהו  ובמיוחד את חברת N.S.O הלא היא פגסוס...
במקביל הקים חברה דמויית 
פגסוס בשם ,פאראגון...
וגזר מאות מיליוני דולרים.

 https://t.co/lY3vGjjdUi"
yosishahbar,"תראו אותו...
האיש הזה עקץ את מדינת ישראל 
ב100 מיליון שקל.
הוא קיבל מטיסנקרופ 💯 מיליון שקל  על חלקו בקידום מכירת צוללות לישראל .
אז למה עקץ את ישראל ולא את הגרמנים?
כי בסוף הגרמנים מגלגלים את המחיר על הצרכן קרי ישראל.

כולם ידעו ...
כולם שתקו...
למה הם שתקו?
כי לא עניין אותם 100… https://t.co/0i6Cfug65P"
yosishahbar,"@NissensonBilha אתה טועה.
הוא לא פוגש בוושינגטון.
הוא פוגש אותו באירופה."
prydmn6,נראה לכם הגיוני ??? מי המטומטם שמכניס את הילדים שלנו להיות במטווח חסר דרכים להתמודד מלמעלה כמה טילים !!! אגב הפכנו להיות לבנון ועזה בלב הארץ בזכות אסון אוסלו https://t.co/DRZQAksceK
yosishahbar,"@oritstrock 
""ראשי מערכת הבטחון 
כח ואגנר""?
חשש כבד שהגברת 
סטרוק מטורללת. https://t.co/i6ll28cJB9"
yosishahbar,"@QVLsgKAiEEsd3aD @q9bBwMmy4kUVvqH שבת שלום.
את תחוקקי חוקים.
ובג""צ יפסול אותם.
זה מיותר.
עוד 120 יום אסתר חיות פורשת.
לרכז מאמץ.
לבחור שופט חדש נשיא חדש.
ולסגור עניין..."
yosishahbar,ג'נין בוערת https://t.co/LWsYl4nyh7
yosishahbar,"מילצ'ין...
""נתניהו חוקק את חוק יבוא חלקי 
חילוף לרכב...
זה היה פגיעה באינטרסים שלי...
ואני אמרתי לו שאני גאה בו"". https://t.co/WM7ExxWTM6"
yosishahbar,"תראו אותה...

הגברת הזאת השאירה את הגז באדמה על פי דרישת בעלי אינטרסים כלכליים וגרמה בכך נזק של מיליארדים רבים שהיו מיועדים לרווחת אוכלוסיות מוחלשת.
עכשיו מינו אותה לחברה בוועדה לבחירת שופטים כדי למנוע מאותם אוכלוסיות מוחלשות סעד בבית המשפט העליון.
מה אומרים לגברת הזאת? https://t.co/8MFwfakIo7"
yosishahbar,"נחרץ.
ראש הממשלה נתניהו 
בפתח ישיבת הממשלה 
''השבוע נתחיל לבצע את הצעדים המעשיים לתיקון מערכת המשפט''. https://t.co/zQV04FRnca"
yosishahbar,"תראו אותו..
תראו את המנוול הזה שמשמש 
שגריר של אמריקה בישראל.

היהודון הזה מוצא סימטריה בין הטרור הפלשתיני שטובח בחפים מפשע לבין פרחחים מנוער הגבעות. https://t.co/Xz9Aqtnp8x"
yosishahbar,"התדרדרות...
זה הולך ומתדרדר.
ביידן מסיים נאום...
""אלוהים נצור את המלכה."" https://t.co/YdduxBrl4c"
yosishahbar,"הגנב על הגנב...
""אהוד ברק גנב"".
ואני חשבתי שהוא רק פדופיל . https://t.co/OOQ3yFr0NE"
yosishahbar,"מעניין.
עדות  מילצ'ין תשמע במשך שבועיים 5 ימים בשבוע  משעה 12:00 -18:00.
נתניהו יגיע בתחילת העדות.
כזכור...
פרקליטי נתניהו מערערים על עצם העדות של מילצ'ין באנגליה.
השופטים החליטו שהערעור ישמע לאחר העדות.
מוזר."
yosishahbar,"@nt45316003 @Mrjikx9JLOTen7q כאילו...
את אמיתית?
איזה הורים?
נראה לך שהיא סופרת אותם?
היא סופרת דולרים."
yosishahbar,"חם מהתנור.
צפו ברכב בו חוסל המחבל בג'בלייה. https://t.co/OCPelsdpt0"
